query_id,budget,rank,anchor_id,video_id,t_start,t_end,duration,score_column,score,source_video_path,clip_path,clip_export_status
dangerous_segments_enter_ego_path_v0,40,14,center10_anchor_0059,realcartest,590.000,600.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank014_center10_anchor_0059_590.0_600.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,15,center10_anchor_0080,realcartest,800.000,810.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank015_center10_anchor_0080_800.0_810.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,16,center10_anchor_0114,realcartest,1140.000,1150.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank016_center10_anchor_0114_1140.0_1150.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,17,center10_anchor_0119,realcartest,1190.000,1200.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank017_center10_anchor_0119_1190.0_1200.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,18,center10_anchor_0283,realcartest,2830.000,2840.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank018_center10_anchor_0283_2830.0_2840.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,19,center10_anchor_0323,realcartest,3230.000,3240.000,10.000,yolo_vehicle_max,12.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank019_center10_anchor_0323_3230.0_3240.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,20,center10_anchor_0070,realcartest,700.000,710.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank020_center10_anchor_0070_700.0_710.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,21,center10_anchor_0123,realcartest,1230.000,1240.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank021_center10_anchor_0123_1230.0_1240.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,22,center10_anchor_0155,realcartest,1550.000,1560.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank022_center10_anchor_0155_1550.0_1560.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,23,center10_anchor_0162,realcartest,1620.000,1630.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank023_center10_anchor_0162_1620.0_1630.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,24,center10_anchor_0179,realcartest,1790.000,1800.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank024_center10_anchor_0179_1790.0_1800.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,25,center10_anchor_0268,realcartest,2680.000,2690.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank025_center10_anchor_0268_2680.0_2690.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,26,center10_anchor_0270,realcartest,2700.000,2710.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank026_center10_anchor_0270_2700.0_2710.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,27,center10_anchor_0275,realcartest,2750.000,2760.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank027_center10_anchor_0275_2750.0_2760.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,28,center10_anchor_0277,realcartest,2770.000,2780.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank028_center10_anchor_0277_2770.0_2780.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,29,center10_anchor_0303,realcartest,3030.000,3040.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank029_center10_anchor_0303_3030.0_3040.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,30,center10_anchor_0321,realcartest,3210.000,3220.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank030_center10_anchor_0321_3210.0_3220.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,31,center10_anchor_0378,realcartest,3780.000,3790.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank031_center10_anchor_0378_3780.0_3790.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,32,center10_anchor_0394,realcartest,3940.000,3950.000,10.000,yolo_vehicle_max,11.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank032_center10_anchor_0394_3940.0_3950.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,33,center10_anchor_0009,realcartest,90.000,100.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank033_center10_anchor_0009_90.0_100.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,34,center10_anchor_0054,realcartest,540.000,550.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank034_center10_anchor_0054_540.0_550.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,35,center10_anchor_0082,realcartest,820.000,830.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank035_center10_anchor_0082_820.0_830.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,36,center10_anchor_0084,realcartest,840.000,850.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank036_center10_anchor_0084_840.0_850.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,37,center10_anchor_0099,realcartest,990.000,1000.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank037_center10_anchor_0099_990.0_1000.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,38,center10_anchor_0108,realcartest,1080.000,1090.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank038_center10_anchor_0108_1080.0_1090.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,39,center10_anchor_0121,realcartest,1210.000,1220.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank039_center10_anchor_0121_1210.0_1220.0.mp4,SKIPPED_INTERVAL_ONLY
dangerous_segments_enter_ego_path_v0,40,40,center10_anchor_0144,realcartest,1440.000,1450.000,10.000,yolo_vehicle_max,10.000000,/qiuyeqing/llama_prl/G-ARC/try_or_no/videos/realcartest.mp4,/qiuyeqing/llama_prl/G-ARC/outputs/query_runtime_v1/clips/dangerous_segments_enter_ego_path_v0_rank040_center10_anchor_0144_1440.0_1450.0.mp4,SKIPPED_INTERVAL_ONLY
